 Gene ID,Gene Name,DesignElementAccession,wt_A_sucrose,wt_B_sucrose,wt_C_sucrose,wt_72h_MS_1,wt_72h_MS_2,wt_72h_MS_3,'sucrose; 1 percent' vs 'none' in 'wild type'.p-value,'sucrose; 1 percent' vs 'none' in 'wild type'.t-statistic,'sucrose; 1 percent' vs 'none' in 'wild type'.log2foldchange
AT1G03510,PCMP-E3,264819_at,5.349380487,5.392646579,5.104834689,4.809623528,4.700568229,5.637093533,0.405577224,0.978621046,0.2
AT1G03520,,264844_at,6.765482019,6.394913978,6.74650187,7.69482942,7.711059017,7.428766826,0.001454687,-6.716483977,-1
AT1G03530,ATNAF1,264818_at,6.679076059,6.863571677,6.607680503,6.406132396,6.299450855,6.544883496,NA,2.433006569,0.3
AT1G03540,PCMP-E4,264817_at,5.095117211,4.747495677,4.69846105,4.141196115,4.786651253,4.566371349,0.135582826,1.860946425,0.3
AT1G03550,SCAMP2,264835_at,5.682873163,5.353661586,5.696782389,6.230967979,5.700595683,5.828479516,0.109762849,-2.023980387,-0.3
AT1G03560,,264816_at,6.107787387,6.331789572,6.224601923,6.337672579,5.849150298,6.05249303,NA,0.959517482,0.1
AT1G03590,PPC6-6,264833_at,7.825782966,7.548716363,7.803717935,8.973390504,8.560182852,8.800384122,0.00104843,-7.293413308,-1.1
AT1G03600,PSB27-1,264837_at,12.46525905,12.4130234,12.42244075,12.65891539,12.6199795,12.38172438,NA,-1.025768285,-0.1
AT1G03610,,264836_at,8.032220266,7.694299751,8.06876867,9.780673335,9.506703424,9.188099519,0.000526394,-8.824275108,-1.6
AT1G03620,,264815_at,3.970029523,4.105392513,3.87691127,5.491842275,5.071525204,4.821821029,0.001653993,-6.519131186,-1.1
AT1G03630,PORC,264839_at,11.3861938,11.547719,11.19070437,10.21486587,10.89792012,11.05356129,0.033395701,2.988511113,0.7
AT1G03660,,264832_at,6.259430643,6.17912368,6.408590549,6.65171725,6.954973762,6.627328422,0.019252181,-3.490447233,-0.5
AT1G03680,ATHM1,264845_at,11.79620334,11.95651441,11.63638908,11.68998261,11.96234391,12.05301184,NA,-0.747089529,-0.1
AT1G03687,,264831_at,7.034044325,7.247131393,7.010048082,6.948857018,6.332555306,6.845518624,0.085452925,2.222211904,0.4
AT1G03700,,264842_at,5.062375206,4.917347482,5.597768793,4.634127454,4.752102401,4.618006222,0.035305864,2.941542311,0.5
AT1G03710,,264830_at,4.135233119,4.012078294,3.801578149,4.028617646,3.928879908,3.942622429,NA,0.132716451,0
AT1G03720,,264825_at,4.41010815,4.207079157,4.391255844,4.556273053,4.802160525,4.796531114,0.029242312,-3.104863728,-0.4
AT1G03730,,264834_at,8.072335209,7.751516255,8.121236805,8.315405147,8.832866055,8.367814914,0.031629898,-3.035422836,-0.5
AT1G03740,,264841_at,7.075120363,6.973575624,7.041613993,7.618676603,7.255919569,7.60315743,0.018485575,-3.527177847,-0.5
AT1G03750,SWI2,265088_at,4.28167813,4.498071737,4.343013821,5.439110472,4.938165492,4.777839045,0.01364344,-3.82340007,-0.7
AT1G03760,,265087_at,4.947989896,5.128507531,4.977801454,6.09718995,5.350059458,5.944923018,0.010867434,-4.054920068,-0.8
AT1G03770,RING1B,265086_at,4.190198743,4.266706041,4.383237169,4.498822186,3.875667512,4.466914303,0.998250111,-0.002367008,0
AT1G03780,TPX2,265085_at,6.175753992,6.127708178,5.832860375,5.298934608,5.898793852,5.97815732,0.179852066,1.640049088,0.3
AT1G03790,SOM,265084_at,4.32200735,3.879176973,4.458101318,5.038373686,4.781671991,4.324962168,0.077203646,-2.302384566,-0.5
AT1G03820,,265083_at,7.087130284,7.664581367,6.969323701,5.22069137,5.847482299,5.917891521,0.001537294,6.629325129,1.6
AT1G03830,,265082_at,4.93435944,5.028160103,4.844515749,4.679628575,4.689858067,5.135799887,NA,0.672671806,0.1
AT1G03840,MGP,265081_at,5.614747427,5.449207235,5.674905797,5.328827074,5.412516104,5.654832522,NA,0.881392197,0.1
AT1G03850,,265067_at,9.657844915,9.208982999,9.445807063,10.08570959,10.69067977,10.21657623,0.00566062,-4.794731709,-0.9
AT1G03860,PHB2,265037_at,10.06147677,10.27618733,9.986337669,9.770738068,9.43271887,9.804263833,0.030564905,3.06527975,0.4
AT1G03870,FLA9,265066_at,11.51381094,11.35320349,11.36672297,11.38600909,11.21380246,10.84448415,0.164828673,1.709197764,0.3
AT1G03880,CRB,265095_at,3.534657263,3.532427604,3.697782886,3.649096334,3.69998888,3.447080211,NA,-0.087344474,0
AT1G03890,CRD,265094_at,3.345250319,3.114143066,3.255987456,3.33307102,3.366323287,3.02823326,NA,-0.030618626,0
AT1G03900,ATNAP4,265043_at,9.6944848,9.610147891,9.474907486,9.563987546,9.448908151,9.417083316,NA,1.027901807,0.1
AT1G03905,ABCI19,265093_at,5.382085195,5.558554417,5.181323197,5.054848631,5.221737596,5.294037341,NA,1.363630488,0.2
AT1G03910,CTN,265092_at,8.485128436,8.589909759,8.307795053,8.521113556,8.479102831,8.411209085,NA,-0.081435964,0
AT1G03920,,265038_at,5.445468249,5.312664063,5.212617139,5.314541725,5.817710956,5.285469178,0.437634237,-0.910632378,-0.1
AT1G03950,VPS2.3,265044_at,7.025575128,7.109059137,6.700224463,7.384281768,7.144931848,7.556783912,0.049155566,-2.663585236,-0.4
AT1G03960,B''EPSILON,265090_at,5.509489998,5.394716529,5.513098118,5.507949939,5.662697353,5.508025905,NA,-0.798285171,-0.1
AT1G03970,GBF4,265040_at,6.468534198,6.561382486,6.479653089,7.516101731,7.18025643,7.308811618,0.001381958,-6.795118626,-0.8
AT1G03980,ATPCS2,265065_at,4.426893314,4.546290128,4.347185423,4.014039232,4.087879491,4.426099166,0.129413325,1.895486114,0.3
AT1G03990,FAO1,265099_at,5.430251419,5.043078322,4.662274083,4.779545952,4.697110386,4.725371349,0.170929986,1.680093481,0.3
AT1G04000,,265039_at,7.538518677,7.613715577,7.338289215,7.678254598,7.639584658,7.793816138,NA,-1.73522397,-0.2
AT1G04010,PSAT,265098_at,5.31437516,5.176923839,5.658017166,5.52450724,5.627592232,5.493590891,NA,-1.149218489,-0.2
AT1G04020,ATBARD1,265097_at,7.881959706,7.999114979,8.068921626,6.836835955,7.060343136,7.241557039,0.00124916,6.973550551,0.9
AT1G04030,,265096_at,4.766106631,5.227016548,5.035816748,4.82466066,4.723501038,5.220151326,0.669189863,0.502135364,0.1
AT1G04040,,265042_at,10.54637722,10.71473063,10.35634343,9.515555482,9.954607448,10.28449989,0.028610042,3.123815809,0.6
AT1G04050,SUVR1,257404_at,4.858595774,4.856395388,5.00272872,4.803826227,4.189361451,5.124294421,0.436369659,0.913256264,0.2
AT1G04070,TOM9-1,265041_at,5.694101639,5.897035655,5.920426988,5.697795254,6.14126645,6.126632493,NA,-1.002570829,-0.2
AT1G04080,PRP39,265036_at,9.244536844,9.232017234,9.31207497,9.06589061,9.062657568,9.267669359,NA,1.173484639,0.1
AT1G04090,,264320_at,4.628520901,4.38280468,4.727735482,4.529454762,4.359787589,4.755931242,NA,0.213437644,0
AT1G04100,IAA10,264328_at,6.363109452,6.421267355,6.350242713,6.376999251,6.113857738,6.751753717,0.852224235,-0.219342133,0
AT1G04110,SBT1.2,264319_at,7.794818511,7.597464657,8.133163262,6.957650238,7.706655535,7.35843568,0.071460941,2.36378181,0.5
AT1G04120,ABCC5,264330_at,7.724173358,7.913585063,7.818130424,7.495773618,7.202839814,7.501845018,0.023641922,3.296393729,0.4
AT1G04130,TPR2,264331_at,6.283659185,6.452997301,5.898290297,5.713057393,5.565172896,5.571293503,0.013664685,3.821842431,0.6
AT1G04140,,264329_at,9.030096468,8.835626111,9.047462814,9.182801903,8.939798745,9.086483165,NA,-0.816827589,-0.1
AT1G04150,,264325_at,3.900230077,3.855955948,3.945670657,4.0894963,4.381962337,3.94846693,NA,-1.774168193,-0.2
AT1G04160,XI-B,264324_at,4.550654317,4.698887556,4.812100952,4.090343704,4.375833855,4.20712926,0.016265221,3.65254522,0.5
AT1G04170,EIF2 GAMMA,264327_at,10.28555234,10.3498569,10.30057172,9.346625939,9.342157132,9.538948014,0.000694426,8.201890782,0.9
AT1G04180,YUC9,264323_at,3.716478191,3.724856833,3.646961624,4.517947594,4.569157014,4.617713526,0.000619066,-8.483962658,-0.9
AT1G04183,,264824_at,8.684524683,8.523453155,9.050199046,8.629809462,8.486774543,8.477846433,0.226287056,1.459213829,0.2
AT1G04190,TPR3,264322_at,8.488836702,8.750505223,8.366413341,8.118085226,7.820581534,8.344951584,0.049538982,2.657614265,0.4
AT1G04200,,264321_at,6.881108609,6.610506058,7.052318762,7.299722969,6.921201184,7.4159369,0.09451734,-2.140895252,-0.4
AT1G04220,KCS2,264318_at,7.365225349,7.408368309,7.476754617,5.830268654,5.209696256,5.566118622,0.000247014,11.60795292,1.9
AT1G04230,,264326_at,6.446374555,6.468387828,6.342261968,7.168464855,6.593781443,6.980349638,0.027666999,-3.152719563,-0.5
AT1G04240,SHY2,263656_at,7.857756631,7.464713006,7.349465102,8.454637659,7.995034131,7.700088653,0.075796272,-2.317326776,-0.5
AT1G04250,IAA17,263664_at,9.336827778,9.360806336,9.429939302,9.378523693,9.36762587,9.36344122,NA,0.0591953,0
AT1G04260,PRA1D,263660_at,7.437345385,7.638020821,7.410147345,8.275742433,8.326509167,7.885906064,0.007190135,-4.508764354,-0.7
AT1G04270,RPS15A,263667_at,11.74026231,11.84857287,11.92017848,11.47441325,11.56782167,11.68740592,NA,2.272153956,0.3
AT1G04290,,263661_at,7.38347013,7.742508381,7.634330152,7.252247174,7.693953616,7.491160874,NA,0.703291399,0.1
AT1G04300,TRAF1B,263654_at,7.358616043,7.301407638,6.946766177,8.49202617,7.859212145,7.835354177,0.009039383,-4.26027686,-0.9
AT1G04310,ERS2,263653_at,6.07535739,5.829751046,5.796589376,7.082765,5.526822544,6.33370805,0.300485921,-1.231877984,-0.4
AT1G04330,,263652_at,3.762744431,3.587706239,3.220551984,3.245823386,3.325750453,3.424335828,0.295720145,1.244777247,0.2
AT1G04340,,263651_at,8.588245378,8.606243924,8.578783837,8.486840704,8.340410099,8.509055432,NA,1.372123182,0.1
AT1G04350,,263668_at,9.282434075,9.316654351,8.968608214,8.668484995,8.573249635,8.40801884,0.006243916,4.67061749,0.6
AT1G04360,ATL1,263650_at,6.487697629,6.234841471,5.969955275,5.271918305,6.071024181,6.21631013,0.21410855,1.502455612,0.4
AT1G04380,,263649_at,3.674636718,3.473910743,3.55319638,3.471641115,3.714193222,3.550529836,NA,-0.097380279,0
AT1G04390,,263648_at,5.473966752,5.636584027,5.791674894,6.319456197,6.075878543,6.095184844,0.010810579,-4.060530332,-0.5
AT1G04400,CRY2,263669_at,10.57711482,10.31199786,10.47381996,10.64934303,10.71425832,10.76908553,NA,-2.218581203,-0.3
AT1G04410,MDH1,263663_at,12.6756797,12.72310194,12.68645395,12.72984826,12.47935719,12.71149588,NA,0.478151653,0.1
AT1G04420,,263678_at,10.28474034,10.28737717,10.18462873,10.04603665,9.882376603,10.12255594,NA,2.072162984,0.2
AT1G04430,,263662_at,10.55833917,10.39134763,10.50836951,10.88985497,10.3757569,10.51900572,NA,-0.724118645,-0.1
AT1G04440,CKL13,263657_at,8.051796965,7.873657958,8.064860569,8.271815807,7.90585186,8.257041793,NA,-1.081459448,-0.1
AT1G04470,,263659_at,3.431035488,3.173223094,3.213671267,3.231224382,3.205178281,3.268185738,NA,0.329146377,0
AT1G04490,,263658_at,3.283703454,3.294332219,3.294731549,3.209891379,3.706857902,3.239356285,NA,-0.628195053,-0.1
AT1G04500,,263655_at,3.551993581,3.279521201,3.376389721,3.509351129,3.396573368,3.625548949,NA,-0.876723611,-0.1
AT1G04510,PRP19A,263666_at,8.614742766,8.842125948,8.811874258,8.277178335,8.043243816,8.177053586,0.005265792,4.883663548,0.6
AT1G04520,CRRSP3,263677_at,7.62699942,7.965784171,7.689402347,5.965692464,5.942464407,6.669083594,0.000932621,7.55163304,1.6
AT1G04530,TPR4,264609_at,8.2797779,8.122343908,8.243982908,8.436498416,8.45987052,8.240655617,NA,-1.416203221,-0.2
AT1G04540,,264601_at,4.875735882,4.980042684,4.947532633,5.29726081,5.12230768,4.985650117,NA,-1.676327206,-0.2
AT1G04550,IAA12,264605_at,6.586813112,6.807545122,6.790512737,6.276362157,5.761415854,5.761417693,0.005387575,4.856279204,0.8
AT1G04560,,264612_at,4.518584856,4.482648869,5.243652883,5.328834249,4.832515313,4.955538005,0.280624311,-1.28694018,-0.3
AT1G04590,,264615_at,8.01338589,8.193957682,7.884652136,7.596922758,6.951630826,7.670847533,0.027980276,3.142194274,0.6
AT1G04600,XI-A,264599_at,3.631328233,3.253675122,3.343075135,3.452601866,3.366664357,3.353031965,NA,0.143792666,0
AT1G04610,YUC3,264598_at,5.24195667,5.045177327,5.724869862,5.847804166,5.803596839,5.665454553,0.063849975,-2.455165444,-0.4
AT1G04620,HCAR,264597_at,8.422326113,8.313799147,8.163185886,7.111958591,7.621557196,7.962633417,0.01798729,3.555400517,0.7
AT1G04625,,264596_at,3.254275762,2.977885659,3.303045216,3.196255521,3.26393842,3.198700197,NA,-0.335067049,0
AT1G04640,LIP2,264613_at,9.364528983,9.356576161,9.248684111,8.385982801,9.225685505,9.719107436,0.532939116,0.730679105,0.2
AT1G04645,SPH5,264610_at,3.347016199,3.190260544,3.347179257,3.33439732,3.285181097,3.584222318,NA,-0.857314274,-0.1
AT1G04650,,264604_at,5.028047304,5.236402555,5.227097824,4.75873554,5.206765983,5.145830275,NA,0.858274397,0.1
AT1G04660,,264606_at,6.40301903,6.22247167,6.687157125,6.269536465,6.803703943,6.294225116,0.933491205,-0.09946475,0
AT1G04670,,264603_at,3.192662701,2.990289227,2.893405343,3.022051099,2.82515685,3.204561905,NA,0.05857083,0
AT1G04680,,264611_at,9.656175212,9.650571724,9.728866593,9.270778192,9.157999451,9.070761266,0.006059877,4.709342881,0.5
AT1G04690,KAB1,264607_at,10.32117285,10.21057483,10.49727454,10.33561442,10.36445803,10.29683365,NA,0.092222121,0
AT1G04700,,264602_at,4.151720823,4.202220956,4.108158385,4.166117218,4.359148376,4.112288535,NA,-0.513243894,-0.1
AT1G04710,KAT1,264608_at,8.466510601,8.58150907,8.15616586,7.221971431,7.440858982,7.721009197,0.003027822,5.613775104,0.9
AT1G04730,CTF18,264600_at,6.273613009,5.983777841,6.150159558,5.274342797,6.088887576,6.13133918,0.262438067,1.340372345,0.3
AT1G04750,VAMP721,264595_at,9.838050038,9.761138489,10.10802227,10.09690573,9.921104585,10.08436178,NA,-1.013990115,-0.1
AT1G04760,VAMP726,261178_at,5.712540739,5.837524942,5.966857379,5.249853734,5.511522268,5.60283331,0.038673253,2.863119527,0.4
AT1G04770,,261177_at,8.166153522,8.462417932,8.35668245,6.148295016,6.660191729,6.217820991,0.000206692,12.2747974,2
AT1G04780,,261176_at,6.479480223,6.474278712,6.204871962,7.351437269,6.605554272,7.194789162,0.022187695,-3.353656039,-0.7
AT1G04790,,261127_at,6.612466121,6.641779824,6.540662779,7.074491143,6.685399793,6.984966339,0.066598904,-2.420909281,-0.3
AT1G04800,,261175_at,9.779585723,9.871267041,9.637285577,9.327640371,9.542582856,9.313679423,0.032111766,3.021885777,0.4
AT1G04810,RPN2B,261174_at,8.506098317,8.462484544,8.365806888,8.701444504,8.191763284,8.706376206,NA,-0.558722715,-0.1
AT1G04820,TUBA4,261129_at,11.36626962,11.45662509,11.5903465,10.70833184,11.22980105,11.33293349,0.089273515,2.186740671,0.4
AT1G04830,,261173_at,7.366864936,7.408510821,7.511098854,8.18040405,7.567002089,8.071713463,0.031615918,-3.035945379,-0.5
AT1G04840,PCMP-H64,261172_at,3.843167886,4.015312093,3.841774808,3.671124939,3.738980906,4.003844401,NA,0.741677359,0.1
AT1G04850,,261153_at,8.058914192,8.202133974,7.748375779,8.583547054,8.210182953,8.526077425,0.044432612,-2.746163194,-0.4
AT1G04860,UBP2,261128_at,7.958928278,8.030198816,8.0207605,8.071452153,7.962335051,7.92564204,NA,0.160010904,0
AT1G04870,PRMT10,261130_at,8.895056818,8.905539484,8.938899024,8.854132406,8.586604289,8.817244084,NA,1.387011425,0.2
AT1G04880,HMGB15,261171_at,3.826611013,3.812870919,3.6681767,3.718376147,3.794833634,3.767971141,NA,0.082771672,0
AT1G04900,,261124_at,6.645562831,6.937945407,6.828663553,6.350457409,6.008448539,6.583760903,0.034024057,2.972468236,0.5
AT1G04910,OFUT1,261170_at,7.862227115,7.805087928,7.905088785,8.072463122,7.554071011,7.82966789,NA,0.265427754,0
AT1G04920,SPS3,261169_at,4.295531341,4.388004549,4.380247755,4.437821038,4.236111196,4.345423772,NA,0.135399898,0
AT1G04930,,261152_at,5.541899292,5.793722963,5.67721399,5.772913286,5.942227521,5.935503806,NA,-1.798790601,-0.2
AT1G04945,,261168_at,6.303468928,6.833440547,6.277661157,5.941530489,5.783214431,5.921563506,0.017654781,3.573751539,0.6
AT1G04950,TAF6,261126_at,6.935876155,6.932979616,6.9194724,7.449510411,7.319832399,7.172454558,0.02182616,-3.369343779,-0.4
AT1G04960,,261155_at,8.459850414,8.409681174,8.528605831,8.927174421,8.693422243,8.713879222,NA,-2.717529145,-0.3
AT1G04970,,261154_at,8.798779496,8.787689425,8.872921324,8.681170903,8.248433308,8.17847724,0.032522469,3.012242682,0.5
AT1G04980,PDIL2-2,261167_at,7.860583574,7.971295223,7.950950492,6.270088289,7.112058417,7.163470976,0.005882472,4.747774786,1.1
AT1G04985,,261179_at,8.081828737,8.018048521,7.859671303,8.823428115,8.350172057,8.55752305,0.010885184,-4.05328114,-0.6
AT1G04990,,261125_at,6.702948973,6.527030268,6.448283273,6.210305782,5.964318281,6.389623065,0.051991494,2.618152357,0.4
AT1G05000,,265214_at,7.561020288,7.649289206,7.370041305,5.289471484,5.345718308,5.332736189,5.03E-05,19.08272888,2.2
AT1G05010,ACO4,265194_at,11.82512926,11.84743098,11.86056403,12.16844703,12.06736936,12.14411332,NA,-2.771925806,-0.3
AT1G05020,AP180,265213_at,4.756345267,4.521810901,5.062445787,5.640404193,5.670581065,5.383043296,0.005358713,-4.865612642,-0.8
AT1G05030,,265212_at,7.102535351,6.850475188,7.194610943,7.507616312,7.334259,7.294653198,0.05907002,-2.516120887,-0.3
AT1G05040,,265215_at,3.447737116,3.016223963,3.404295343,3.350297635,3.722473805,3.501951029,0.216325525,-1.493900632,-0.2
AT1G05055,GTF2H2,265218_at,7.900588306,7.844930972,7.525634569,7.067757472,7.45310664,7.280907732,0.024749997,3.252728136,0.5
AT1G05060,,265192_at,7.078589038,7.12030455,6.796388708,7.288505643,7.529502561,7.394453011,0.03002165,-3.081214608,-0.4
AT1G05070,,265193_at,7.451544035,7.35763365,6.856636055,8.011054812,7.73221645,7.852826823,0.015090386,-3.725740605,-0.6
AT1G05100,MAPKKK18,265216_at,5.017044133,5.015513236,5.117687291,4.897120257,5.255044136,5.00868526,NA,-0.028018184,0
AT1G05120,,265191_at,6.329805045,6.192177996,6.370884126,6.683559893,6.171891592,5.905976935,0.846736128,0.228119153,0
AT1G05136,,264569_at,3.87110302,3.651487906,3.52565335,3.656858058,4.087879491,3.904595498,0.264299245,-1.334694396,-0.2
AT1G05140,ARASP2,264584_at,9.746623087,9.844554799,9.788853313,9.032898837,9.513738055,9.327198758,0.017896492,3.560353443,0.5
AT1G05150,,264568_at,8.590332398,8.558861125,8.849382463,8.829251842,8.852017956,8.452851127,NA,-0.302834273,0
AT1G05160,KAO1,264586_at,6.265015051,6.041538763,6.245738121,6.465544579,6.935124304,6.645252916,0.021313692,-3.389862061,-0.5
AT1G05170,B3GALT2,264583_at,6.596854791,7.282442463,6.797311162,6.147782663,6.32090429,6.007587533,0.011942128,3.962748703,0.7
AT1G05180,AXR1,264585_at,8.56197384,8.485679615,8.664921181,8.339483628,8.486660763,8.783499948,NA,0.245272124,0
AT1G05190,RPL6,264575_at,11.63479226,11.73190854,11.58384335,11.01533466,11.23007719,11.43155058,0.0270661,3.174265212,0.4
AT1G05200,GLR3.4,264587_at,6.722618985,7.095640666,6.654340029,6.893423986,6.731132276,6.463230296,0.504327816,0.782972073,0.1
AT1G05205,,264579_at,7.696280057,7.736562893,7.597355404,7.899553404,8.426897252,8.136404671,0.025980625,-3.210041291,-0.5
AT1G05210,,264581_at,7.881733102,7.909106614,8.057394833,7.845851332,8.375151748,8.123459476,NA,-1.09522427,-0.2
AT1G05230,HDG2,264582_at,7.079830048,7.177515935,7.012342599,7.223057737,6.660890142,6.928070364,0.402299533,0.985846909,0.2
AT1G05260,PER3,264577_at,9.515038608,9.456833694,9.37122467,8.417239583,8.698954064,9.023194619,0.006787527,4.574707395,0.7
AT1G05270,,264566_at,7.312638823,7.069833188,7.223970198,7.426374865,7.13917232,7.171584056,NA,-0.340291381,0
AT1G05280,,264565_at,4.826597186,4.622268369,4.956822593,4.502298258,4.848540138,4.586316311,NA,1.108095113,0.2
AT1G05290,,264564_at,3.389753285,3.509147418,3.404283566,3.216159569,3.404391887,3.63039271,NA,0.131242134,0
AT1G05300,ZIP5,264574_at,6.248282518,5.995091092,6.537287096,6.846406787,7.383729253,7.585293274,0.00599579,-4.725696588,-1
AT1G05310,PME8,264573_at,6.070422181,6.234477067,6.264086832,5.912282621,6.019422153,6.165835251,NA,1.314211369,0.2
AT1G05320,,264572_at,8.368861874,8.19558973,7.878166934,7.374619389,8.394963006,7.761529473,0.309975935,1.205905593,0.3
AT1G05330,,264571_at,3.222111961,3.308639355,3.35984259,3.756207367,3.585543184,3.54379657,NA,-2.939445937,-0.3
AT1G05340,,264580_at,6.545656149,6.558736277,6.865214549,8.483192403,7.924801202,7.91941767,0.000738795,-8.068268745,-1.5
AT1G05350,,264570_at,7.619538926,7.69524786,7.741341788,7.771531922,7.661904872,7.867669269,NA,-0.738779736,-0.1
AT1G05360,KMS2,264576_at,7.120823451,7.084303406,7.090031925,7.174725326,7.107713184,7.050816047,NA,-0.123605084,0
AT1G05370,,264578_at,5.341382938,5.176923839,5.479718558,4.823873446,5.332681435,4.578564615,0.09195654,2.163278913,0.4
