AT3G05780
AT1G70830
AT2G07751
AT1G07590
AT2G40240
AT1G76730
AT2G20610
AT1G80310
AT1G77590
AT5G23535
AT5G23535
AT5G03455
ATCG00420
AT4G09012
AT5G40410
AT1G29070
AT5G23060
AT1G79620
AT1G29810
AT3G49560
AT1G12300
AT2G02130
AT1G11630
AT5G42980
ATMG00500
AT3G24200
AT3G24200
AT5G44785
AT5G44785
AT2G07687
ATMG00910
AT1G58180
AT1G58180
AT2G35790
AT4G35650
AT2G35795
ATMG00050
AT5G02250
AT3G03070
AT4G03320
AT2G04190
AT2G30390
AT4G39370
AT1G66820
AT1G30010
AT3G10920
AT2G21045
AT3G12110
AT2G23790
AT1G02460
AT1G07510
AT2G01530
AT2G21330
AT3G10260
AT3G10260
AT1G72910
AT2G29020
AT2G42310
AT1G59610
AT5G51970
AT5G51970
AT3G52200
AT3G52200
AT3G11350
AT3G61070
AT3G61070
AT3G61070
AT3G18410
AT3G18410
ATMG00990
AT1G50940
AT4G28360
AT1G74010
AT4G21150
AT4G21150
AT2G27730
AT2G27730
AT2G27730
AT2G27730
AT5G13490
AT5G13490
AT1G03100
AT2G07776
AT4G39880
AT1G13040
AT1G13040
AT2G44950
AT1G66530
AT5G39950
ATMG01110
AT5G06400
AT5G18390
AT1G48130
AT1G79450
AT2G02740
AT2G22500
AT3G25210
AT3G02760
AT3G02760
AT4G35730
AT1G54210
AT1G54210
AT5G42150
AT2G36260
AT4G16700
AT1G75690
AT3G61520
AT5G12100
AT3G44890
AT4G35970
AT1G58230
AT3G14580
AT1G71950
ATMG00400
AT5G66860
AT1G17290
AT1G22960
AT1G22960
AT2G47840
AT4G38160
AT4G38160
AT5G13340
AT4G24650
AT2G17200
AT5G08650
AT3G17240
AT3G17240
AT4G32400
AT2G32390
AT2G32390
AT3G63190
AT5G66360
AT2G21130
AT5G39710
AT4G32605
AT5G01600
AT3G26560
AT1G78060
AT1G21400
AT3G15640
AT3G15640
AT1G10680
AT1G67785
AT5G17460
AT5G17460
AT5G17460
AT5G17460
ATMG01010
ATMG01260
AT4G09080
AT3G63150
AT1G53600
AT1G53600
AT1G25054
AT1G78900
AT1G78900
AT5G06440
AT1G48520
AT1G48520
AT1G75100
AT3G56350
AT2G35090
AT1G14450
AT1G14450
AT5G54550
AT5G24690
AT3G07910
AT1G74230
AT2G06850
AT3G58150
AT5G52920
AT2G01670
AT1G16460
AT3G48620
AT1G63130
AT1G63130
AT5G01630
AT1G10760
AT1G10760
AT1G10760
AT4G28070
AT4G19220
