AT2G01050
AT5G18230
AT3G01740
AT1G07830
AT3G18600
AT1G78910
AT5G60250
AT2G01250
AT2G01250
AT3G10090
AT5G56060
AT3G15200
AT4G32915
AT1G03530
AT1G75350
AT3G59410
AT3G59410
AT2G43310
AT5G06000
AT3G51110
AT1G47940
AT2G25870
AT3G61110
AT3G06700
AT3G06700
AT3G06700
AT5G11900
AT3G46630
AT5G38830
AT3G05060
AT5G41010
AT1G27390
AT5G19830
AT2G13980
AT2G11045
AT1G77815
AT4G36650
AT1G26910
AT1G26910
AT3G07920
AT3G52580
AT4G37660
AT4G02400
AT5G38747
AT3G14160
AT1G66045
AT2G19750
AT5G18790
AT5G27720
AT3G43750
AT3G58660
AT2G39740
AT2G39740
AT2G39740
AT1G08410
AT1G16470
AT1G16470
AT3G02065
AT3G02065
AT3G16980
AT4G20850
AT2G19385
AT1G67680
AT3G57660
AT3G57660
AT2G37340
AT5G52520
AT1G79850
AT2G25370
AT3G02320
AT4G32720
AT2G34260
AT1G26530
AT3G24506
AT3G51800
AT1G26630
AT1G26630
AT3G11250
AT2G38140
AT1G07840
AT1G07840
AT1G77890
AT1G77890
AT1G77890
AT1G77890
AT1G77890
AT2G46290
AT2G13510
AT1G68990
AT1G68990
AT4G16510
AT4G16510
AT3G60245
AT3G14600
AT3G03340
AT3G03340
AT3G03340
AT5G10910
AT1G13160
AT1G24240
AT1G24240
ATMG00210
AT5G50250
AT3G22330
AT2G04630
AT1G67650
AT4G36420
AT3G04920
AT3G04920
AT1G34360
AT5G14050
AT2G15560
AT2G15560
AT1G11870
AT1G11870
AT1G11870
AT1G11870
AT1G11870
AT1G11870
AT2G41720
AT3G18790
AT3G61100
AT5G59240
AT4G27090
AT4G18730
AT5G63070
AT5G18180
AT5G64450
AT1G57540
AT1G57540
AT1G57540
AT1G58290
AT3G56020
AT5G66470
AT5G66470
AT2G44860
AT2G44860
AT4G35090
AT1G10000
AT3G26360
AT3G26360
AT5G39850
AT3G59810
AT3G59810
AT3G59810
AT5G16200
AT5G16200
AT1G55140
AT1G55140
AT3G62240
AT1G27400
AT2G07749
AT5G67510
AT1G11475
AT1G58380
AT4G10320
AT1G48410
AT4G33760
AT4G33760
AT1G14610
AT4G14660
AT4G14660
AT4G14660
AT2G34530
AT1G75670
AT1G75670
AT1G75670
AT5G15260
AT5G15260
ATCG01310
AT3G04230
AT3G19760
AT2G44120
AT2G44120
AT2G34520
AT5G25754
AT3G57490
AT1G55490
AT1G55490
AT1G55490
AT1G55490
AT1G55490
AT1G68290
AT4G21585
AT4G21585
AT4G21585
AT4G21585
AT4G21585
AT4G21585
AT1G06670
AT1G06670
AT5G59180
AT2G27750
AT5G06450
AT5G62300
AT5G62300
AT3G11964
AT4G21140
AT3G22660
AT1G25260
AT1G72050
AT1G08845
AT1G08845
AT1G08845
AT1G77840
AT1G72730
AT5G67220
AT4G03566
AT5G12220
AT5G12220
AT1G14620
AT1G14620
AT4G32175
AT3G43250
AT5G52115
AT5G52500
AT5G17020
AT3G12915
AT1G63780
AT1G55150
AT1G55150
AT1G14320
AT1G14320
AT2G31660
AT3G01540
AT3G01540
AT3G01540
AT3G01540
AT1G03110
AT5G06110
AT5G06110
AT1G50200
AT1G50200
AT3G49640
AT3G49640
AT3G49640
AT3G49640
AT3G49640
AT4G31700
AT4G31700
AT5G27330
AT3G45950
AT1G23280
ATCG00760
AT1G02270
AT2G31170
AT2G31170
AT2G31170
AT4G30300
ATMG00090
AT3G58700
AT2G20490
AT2G20490
AT2G20490
AT4G28450
AT2G43190
AT2G43190
AT2G43190
AT2G43190
AT2G43190
AT5G08180
AT5G08180
AT1G30960
AT4G04265
AT2G31250
AT2G37990
AT3G56160
AT5G59850
AT2G36170
AT3G18760
AT3G18760
AT5G20320
AT5G20320
AT5G20320
AT1G80750
AT2G30260
AT5G24510
AT5G25080
AT3G03920
AT1G12800
AT1G11580
AT3G49010
AT3G49010
AT3G49010
AT3G49010
AT3G49010
AT3G49010
AT3G49010
AT2G33840
AT3G11120
AT1G58684
AT3G18610
AT5G46400
AT5G43720
AT4G26060
ATMG00290
AT3G22510
AT3G14210
AT1G52300
AT1G74060
AT5G39640
AT3G62120
AT3G62120
AT3G62120
AT4G02230
AT1G56045
ATMG00310
AT1G01210
AT1G01210
AT1G01210
AT5G62290
AT5G62290
AT3G49500
AT3G49500
AT3G49500
AT3G49500
AT3G49500
AT1G09800
AT1G09800
AT3G06980
AT2G34480
AT2G34480
AT1G53690
AT1G53690
AT3G09500
AT4G28820
AT5G55070
AT5G55070
AT3G04840
AT5G35530
AT3G13882
AT3G13882
AT1G68590
AT1G68590
AT1G28180
AT1G51055
AT1G17080
AT5G11750
AT5G11750
AT5G64460
AT4G36130
AT5G07640
AT2G42740
AT3G56990
AT1G03687
AT1G03687
AT3G09840
AT1G30580
AT2G37270
AT2G37270
AT2G31890
AT2G07675
ATCG00650
AT5G52650
AT4G17620
AT5G05210
AT5G15650
AT5G40080
AT3G23620
AT5G09770
AT3G58560
AT5G39800
AT3G23990
AT2G33340
AT2G33340
AT3G02200
AT1G14220
AT2G11205
AT2G04270
AT2G04270
AT2G04270
AT2G04270
AT2G04270
AT2G04270
AT2G04270
AT2G04270
AT2G04270
AT5G25980
AT5G04600
AT5G14580
AT2G33800
AT1G32490
AT1G32490
AT3G22860
AT5G26617
AT4G30900
AT4G30900
AT4G30900
AT1G23410
AT4G20520
ATCG00830
AT3G25430
AT1G49970
AT5G64670
AT5G02740
AT5G02740
AT5G37560
AT5G22330
AT4G31980
ATMG01270
AT4G09800
AT1G01120
AT3G43837
AT3G58140
AT2G46460
AT5G39740
AT5G39740
AT4G01880
AT4G01880
AT4G01880
AT3G44850
AT2G47640
AT2G47640
AT2G25840
AT2G25840
AT2G25840
AT2G25840
AT3G06680
AT3G06680
AT3G06680
AT5G45150
AT5G45150
AT5G45150
AT2G41340
AT2G41340
AT2G41340
AT1G54440
AT1G54440
AT1G54440
AT1G54440
AT1G54440
AT2G37600
AT2G37600
AT2G42270
AT5G38810
AT5G38810
AT5G14900
AT1G70070
AT5G46430
AT5G46430
AT3G51270
AT3G51270
AT3G51270
AT2G34357
AT1G18130
AT2G44065
AT2G44065
AT2G44065
AT3G19440
AT1G52980
AT1G63810
AT1G63810
AT3G06950
AT5G55140
AT3G25727
AT1G69210
AT2G28000
AT5G61190
AT5G61190
AT5G61190
AT5G61190
AT5G61190
AT5G61190
AT5G61190
AT5G61190
AT5G61190
AT5G61190
AT5G61190
AT4G04670
AT3G46040
AT3G18880
AT3G18880
AT3G46960
AT3G46960
AT3G46960
AT5G51080
AT5G51080
AT5G51080
AT5G15610
AT5G15610
AT5G54880
AT4G30600
AT4G30600
AT1G07705
AT5G25030
AT5G13650
AT5G59710
AT5G59710
AT1G41880
AT1G41880
AT4G21130
AT1G50000
AT1G50000
AT1G50000
AT1G50000
AT1G50000
AT1G15420
AT2G41020
AT5G15550
AT5G15550
AT5G15550
AT3G52905
AT5G65005
AT4G26300
AT4G26300
AT4G26300
AT4G26300
AT4G26300
AT1G07910
AT1G07910
AT5G24360
AT5G24360
AT5G24360
AT2G24500
AT4G15770
AT1G74700
AT5G45990
AT5G60990
AT5G49930
AT1G11780
AT1G59990
AT1G59990
AT2G17360
AT2G17360
AT5G35630
AT5G35630
AT5G35630
AT3G01790
AT3G01790
AT3G01790
AT1G32580
AT1G67620
AT5G60670
AT1G06720
AT1G06720
AT1G06720
AT5G44470
AT1G23290
AT5G65120
AT5G65120
AT2G13840
AT4G25180
AT1G17690
AT4G01560
AT2G41600
AT3G60040
AT3G60040
AT3G60040
AT3G60040
AT3G48960
AT4G25740
AT4G25740
AT3G02080
AT3G13280
AT3G25660
AT5G27770
AT1G04635
AT1G68420
AT4G11830
AT2G47330
AT5G47010
AT2G40570
AT2G40570
AT2G40570
AT2G45810
AT2G40590
AT5G55100
AT3G12990
AT3G12990
AT1G60620
AT1G60620
AT5G35910
AT3G52300
AT3G13580
AT3G13580
AT3G13580
AT3G13580
AT3G13580
AT3G13580
AT3G13580
AT3G13580
AT3G13580
AT5G42540
AT5G42540
AT5G20920
AT5G20920
AT1G73180
AT1G14205
AT3G22980
AT3G22980
AT3G22980
AT3G28900
AT1G53850
AT1G53850
AT5G37600
AT5G05450
AT4G04940
AT4G04940
AT4G12600
AT4G12600
AT3G25860
AT3G03970
AT3G03970
AT3G03970
AT3G03970
AT3G03970
AT3G03970
AT3G19630
AT1G01040
AT1G01040
AT5G13510
AT3G55170
AT3G55170
AT3G55170
AT3G55170
AT3G55170
AT3G16680
AT1G30230
AT1G07070
AT2G17905
AT4G21460
AT4G21460
AT3G58580
AT3G17465
AT2G35340
AT2G35340
AT2G33370
AT2G33370
AT5G58420
AT3G45570
AT1G06560
AT2G47610
AT5G09840
AT1G12960
AT1G20960
AT1G20960
AT3G48930
AT5G15390
AT5G15390
AT1G06190
AT3G46100
AT3G56340
AT4G04350
AT1G20920
AT1G20920
AT1G20920
AT1G20920
AT1G20920
AT1G20920
AT1G20920
AT3G60360
AT1G07610
AT3G53870
AT3G26410
AT1G73875
AT5G39900
AT2G27720
AT2G27720
AT2G27720
AT2G27720
AT1G11860
AT1G11860
AT3G22300
AT5G12280
AT1G17560
AT1G17560
AT4G18905
AT4G18905
AT5G26830
AT1G48830
AT1G48830
AT3G53020
AT5G01780
AT5G28690
AT5G28690
AT5G28690
AT5G17660
AT3G04770
AT3G04770
AT5G20160
AT5G20160
AT5G20160
AT3G44240
AT5G66540
AT5G66540
AT3G58570
AT2G25605
AT3G57000
AT3G01800
AT2G47420
AT5G22250
ATCG00820
AT3G25270
AT3G44740
AT3G44740
AT3G44740
AT3G44740
AT3G44740
AT3G17750
AT5G56670
AT4G17300
AT4G17300
AT4G38780
AT1G29040
AT1G29040
AT1G29040
AT1G29040
AT1G29040
AT5G10360
AT5G10360
AT2G39460
AT2G39460
AT1G14210
AT4G18465
AT3G15140
AT3G13470
AT2G42650
AT2G46230
AT2G46230
AT3G49645
AT3G13920
AT3G13920
AT3G13920
AT3G13920
AT2G02650
AT5G42660
ATCG00840
AT5G61170
AT4G21900
AT1G36240
AT3G25520
AT3G25520
AT3G25520
AT5G55990
AT5G55990
AT3G60940
AT3G60940
AT3G45590
AT3G45590
AT5G27640
AT5G27640
AT5G27640
AT1G09220
AT5G51410
AT5G51410
AT5G51410
AT5G51410
AT5G51410
AT3G45560
AT1G55800
AT3G55605
ATCG00170
AT1G55805
AT3G45940
AT5G45775
AT5G45775
AT5G55080
AT2G41840
AT1G24450
AT5G11010
AT5G11010
AT5G11010
AT3G51190
AT5G57980
AT3G30805
AT2G39390
AT5G10370
AT5G51610
AT3G22900
AT3G22900
AT2G19890
AT2G19890
AT2G40290
AT1G76050
AT5G56710
AT5G56710
AT1G60850
AT1G60850
AT1G60850
AT1G60850
AT5G47320
AT1G72550
AT1G72550
AT2G02520
AT1G36730
AT1G60230
AT1G30550
AT1G20580
AT1G03090
AT5G02960
AT1G48920
AT3G52090
AT3G52090
AT3G23630
AT4G16720
AT5G61180
AT2G48100
AT2G48100
AT2G48100
AT2G48100
AT2G48100
AT2G48100
AT5G16715
AT4G15417
AT4G15417
AT5G20290
AT5G02610
AT5G02610
AT5G44320
AT3G06040
AT3G06040
AT3G06040
AT3G02230
AT5G09500
AT5G10605
AT5G10605
AT1G13030
AT1G50510
AT2G01640
AT2G01640
AT4G25730
AT5G20600
AT4G20920
AT4G20920
AT4G20920
ATCG00780
ATMG00980
AT5G11200
AT5G11200
AT5G11200
AT3G32130
AT5G52470
AT5G52470
AT5G19720
AT1G16870
AT2G45620
AT1G63020
AT1G63020
AT1G63020
AT1G63020
AT1G63020
AT3G01610
AT5G47190
AT1G72090
AT3G21540
AT3G56310
AT5G55125
AT5G55125
AT4G26230
AT1G56450
AT3G17170
AT5G10700
AT5G10700
AT3G05590
AT3G05590
AT3G05590
AT1G54380
AT4G07950
AT1G27900
AT2G18220
ATCG00050
AT5G38410
AT3G12860
AT3G18500
AT1G74970
AT1G74050
AT1G66580
AT3G54550
AT3G48110
AT5G15700
AT5G15700
AT4G02720
AT1G27890
AT5G49030
AT5G49030
AT5G49030
AT5G63300
AT5G63300
AT5G38720
AT5G38720
AT4G31420
AT4G31420
AT5G47680
AT3G07590
AT3G07590
AT2G17240
AT5G04800
AT5G04800
AT5G04800
AT5G04800
AT4G35490
AT4G35490
AT3G50100
ATCG00770
AT3G25920
AT3G44010
AT3G44010
AT3G43920
AT3G43920
AT3G43920
AT3G43920
AT3G43920
AT3G43920
AT4G03292
AT5G56680
AT4G29390
AT5G02050
AT5G36000
AT5G58410
AT5G58410
AT3G49830
AT1G12650
AT1G12650
AT1G12650
AT1G12650
ATCG01120
AT4G10620
AT1G17130
AT1G17130
AT1G26370
AT5G14320
AT5G14320
AT1G34030
AT2G27040
AT2G27040
AT4G02840
AT4G02840
AT1G80650
AT1G31530
AT1G35530
AT3G02190
AT2G19740
AT2G15430
AT2G15430
AT2G15430
AT2G48121
AT2G48121
AT5G57290
AT5G57290
AT5G57290
AT1G53560
AT2G27710
AT2G27710
AT2G27710
AT2G27710
AT4G29060
AT1G28350
AT1G28350
AT1G28350
AT1G20065
AT1G20065
AT1G20065
AT1G20065
AT1G20065
AT4G13780
ATCG00640
AT5G39840
AT5G10880
AT3G20780
AT4G22410
AT5G63120
AT5G63120
AT5G63120
AT5G63120
AT5G63120
AT2G04530
AT5G27990
AT5G27990
AT3G56150
AT3G56150
AT5G41880
AT5G36980
AT4G29090
AT1G08360
AT5G27820
AT5G20180
AT5G20180
AT5G20180
AT5G20180
AT2G47250
AT4G31985
AT1G06380
AT1G67440
AT1G67440
AT1G07770
AT1G07770
AT1G07770
AT3G09510
AT1G50160
AT5G07090
AT5G07090
AT5G07090
AT3G62840
AT3G14420
AT3G14420
AT3G22110
AT3G62310
AT3G62310
AT3G62310
AT4G26870
AT3G56300
AT3G56300
AT3G56300
AT2G47300
AT1G67430
AT1G67430
AT3G27730
AT3G27730
AT3G27730
AT3G03010
AT3G03010
AT3G03010
AT3G03010
AT3G03010
AT4G31770
AT4G31770
AT5G14520
AT1G05460
AT2G19920
AT2G19920
AT2G19920
AT2G19920
AT1G67630
AT5G13830
AT2G39795
AT5G64710
AT5G64710
AT3G58510
AT3G58510
AT3G58510
AT4G32200
AT5G08420
AT5G30510
AT3G63490
AT3G63490
AT1G45231
AT1G15930
AT1G15930
AT1G31660
AT4G00810
AT4G00810
AT4G30845
AT2G42520
AT2G42520
AT2G42520
AT2G17530
AT2G17530
AT5G37530
AT3G49460
AT1G55803
AT4G18330
AT1G54490
AT1G54490
AT1G27500
AT5G23740
AT4G17100
AT5G25780
AT4G29410
AT4G29410
AT1G02830
AT4G11150
AT4G12240
AT3G57650
AT5G26710
AT3G11500
AT3G11500
AT5G41520
AT5G41520
AT3G16780
AT3G61111
AT3G61111
AT2G39790
AT1G78720
AT1G78720
AT2G06845
AT2G26970
AT2G26970
AT5G56500
AT5G56500
AT1G47278
AT1G47278
AT1G47278
AT2G21580
AT2G21580
AT1G26880
AT1G26880
AT5G15520
AT5G40040
AT5G47700
AT5G47700
AT3G20420
AT3G11770
AT5G18380
AT5G18380
AT5G18380
AT3G61028
AT3G61028
AT3G61028
AT3G55400
AT3G55400
AT5G20010
AT5G52370
AT1G43860
AT1G43860
AT1G18540
AT5G13010
AT1G58060
AT3G14140
AT3G11710
AT1G09340
AT4G17590
AT2G21070
AT5G54130
AT4G03430
AT4G03430
AT4G03430
AT3G16565
AT3G16565
AT3G16565
AT3G16565
AT3G16565
AT3G16565
AT2G33450
AT3G23700
AT5G62950
AT5G62950
AT5G62950
AT5G62950
AT5G62950
AT5G62950
AT5G62950
AT1G29970
AT1G29970
AT1G29970
AT2G23440
AT5G61140
AT3G20650
AT3G20650
AT3G20650
AT1G29940
AT1G27160
AT1G15810
AT3G54490
AT3G28230
AT3G52210
AT3G52210
AT3G52210
AT1G68660
AT1G76300
ATCG01230
AT5G14610
AT5G14610
AT5G14610
AT5G14610
AT5G15760
AT4G16630
AT4G22285
AT4G22285
AT2G39820
AT4G16680
AT1G02870
AT3G07750
AT3G07750
AT3G08520
AT4G34910
AT2G07629
AT5G55220
AT1G29320
AT1G29320
AT4G17720
ATMG00560
AT1G14790
AT2G40700
ATMG01250
AT2G36620
AT4G28830
AT4G28830
AT4G28830
AT1G77680
AT1G61470
AT5G55920
AT5G17930
AT5G43755
AT2G46190
AT4G18100
AT1G60720
AT1G12770
AT1G12770
AT2G39990
AT2G39620
AT3G59820
AT3G59820
AT3G59820
AT3G59820
AT1G01860
AT1G01860
AT1G01860
AT1G01860
AT1G01860
AT1G61580
AT1G09995
AT5G48240
AT5G48240
AT5G48240
AT4G17390
AT5G35640
AT1G61010
AT1G61010
AT1G61010
AT1G61010
AT1G61010
AT1G64880
AT5G05990
AT1G60000
AT3G42140
AT1G06790
AT1G06790
AT5G14600
AT3G24080
AT3G22230
AT4G05400
AT4G05400
AT4G05400
AT1G75200
ATCG01300
AT1G20430
AT1G02780
AT5G10070
AT5G10070
ATCG00740
AT2G14285
AT2G19610
AT2G19610
AT3G61620
AT3G61620
AT2G40660
AT3G49725
AT1G66520
AT1G66520
AT2G21420
AT3G48390
AT5G09920
AT1G30680
AT5G39930
AT1G31817
AT5G11240
AT1G26820
AT5G64270
AT3G21300
AT5G52820
AT2G03800
AT2G03800
AT5G38920
AT3G49080
AT2G43460
AT5G17870
AT5G17870
AT3G60500
AT3G60500
AT3G60500
AT3G22310
AT3G22310
AT5G27850
AT5G27850
AT5G45420
AT5G45420
AT5G45420
AT2G40410
AT5G59980
AT5G59980
AT5G59980
AT5G59980
AT2G30695
AT2G30695
AT2G30695
AT1G51310
AT3G52380
AT2G40010
AT3G56120
AT4G10760
AT3G45470
AT5G60430
AT5G60430
AT5G60430
AT5G60430
AT2G47990
AT2G07696
AT1G18440
AT1G18440
AT5G22440
AT5G22440
AT3G54210
AT5G56940
AT5G08600
AT5G08600
AT5G08600
AT2G37020
AT3G63110
AT3G30770
AT1G22730
AT2G22440
AT3G13640
AT3G49000
AT3G16080
AT3G16080
AT4G08540
AT1G54270
AT1G54590
AT4G30690
AT1G69410
AT4G01310
AT2G02990
AT1G10490
AT1G10490
AT5G02870
AT5G02870
AT1G01080
AT2G22400
AT5G57960
AT3G15080
AT4G35800
AT4G35800
AT5G63420
AT4G37120
AT2G42510
AT2G42510
AT2G04420
AT2G05840
AT1G56070
AT1G56070
AT1G56070
AT2G01130
AT2G01130
AT4G24800
AT4G24800
AT4G24800
AT4G24800
AT2G03780
AT3G13740
AT3G13740
AT3G13740
AT3G13740
AT3G13740
AT3G13740
AT5G23710
AT5G67630
AT5G15810
AT4G30220
AT4G30220
AT2G26130
AT3G53890
AT3G53890
AT3G05680
AT3G05680
AT5G06360
AT4G21770
AT4G23540
AT3G46210
AT3G46210
AT3G46210
AT3G46210
AT3G46210
AT3G46210
AT3G46210
AT1G15870
AT1G29870
AT5G20070
AT3G43980
AT3G45030
AT1G80070
AT2G34210
AT2G34210
AT4G28020
AT3G27160
AT3G27160
AT5G35330
AT4G35370
AT2G17510
AT2G17510
AT2G47090
AT3G49180
AT4G38090
AT4G38090
AT4G38090
AT3G06530
AT3G06530
AT3G06530
AT3G06530
AT3G06530
AT3G58390
AT3G18130
AT1G29310
AT1G29310
AT1G09940
AT1G52160
AT2G43030
ATCG00800
AT5G26180
AT5G26180
AT5G26180
AT5G26180
AT5G26180
AT3G09200
AT3G09200
AT1G49400
AT3G55280
AT3G55280
AT3G55280
AT4G10450
AT4G10450
AT4G10960
AT4G19670
AT4G19670
AT4G19670
AT4G19670
AT4G19670
AT4G19670
AT4G19670
AT1G78630
AT1G26550
AT3G27180
AT2G41950
AT5G64140
AT4G11420
AT1G03360
AT2G09990
AT3G52260
AT3G52260
AT3G52260
AT4G23920
AT3G18240
AT3G18240
AT1G29965
AT3G23320
AT2G40030
AT2G40030
AT1G04230
AT1G04230
AT1G62750
AT1G45230
AT3G11940
AT3G11940
AT2G33730
AT2G25210
AT3G09720
AT3G09720
AT5G45140
AT5G45140
AT5G45140
AT4G16265
AT4G16265
AT4G21590
AT4G21590
AT4G25630
AT5G13850
AT1G77940
AT3G06320
AT4G40000
AT4G40000
AT1G71280
AT1G71280
AT5G05680
AT4G22350
AT4G22350
AT3G11510
AT3G62870
AT5G64650
AT2G16930
AT2G16930
AT2G16930
AT2G16930
AT5G61090
AT5G61090
AT3G59540
AT5G27140
AT2G35920
AT2G35920
AT2G35920
AT4G24770
AT4G24770
AT2G31240
AT5G54910
AT1G04270
AT1G04270
AT4G34670
AT4G31520
AT4G31520
AT1G69485
AT3G11400
AT3G11400
AT3G53460
AT3G53460
AT3G53460
AT2G34250
AT2G34250
AT2G34250
AT1G07615
AT3G05850
AT5G60040
AT5G60040
AT4G20325
AT2G07715
AT4G28200
AT1G69070
AT1G69070
AT2G07750
AT2G16650
AT2G16650
AT1G47497
AT1G47497
AT5G44710
AT2G03820
AT5G16750
AT1G07210
AT5G54600
AT5G54600
AT3G48040
AT1G01100
AT1G01100
AT1G01100
AT1G01100
AT3G52150
AT3G52150
AT1G70190
AT1G70190
AT2G44820
AT5G39600
AT3G23145
AT4G27490
AT4G27490
AT4G27490
AT5G15750
AT1G43170
AT1G43170
AT1G43170
AT1G43170
AT1G43170
AT1G43170
AT1G43170
AT1G43170
AT1G43170
AT5G28060
AT4G39200
AT4G39200
AT3G17820
AT5G15200
AT5G15200
AT2G32060
AT2G32060
AT2G32060
AT1G10300
AT1G10300
AT1G10300
AT1G03140
AT1G04480
AT3G23390
AT3G03710
AT4G21710
AT3G45460
AT3G62460
AT5G02450
AT3G10610
AT2G32220
AT5G10960
AT4G23620
AT4G23620
AT5G33330
AT4G05410
AT2G45330
AT2G45330
AT3G53110
AT3G45500
AT5G11350
AT1G27220
AT3G18090
AT3G18090
AT3G18090
AT2G30800
AT2G30800
AT4G22380
AT5G22800
AT5G22800
AT5G22840
AT5G52800
AT5G52800
AT5G52800
AT5G37350
AT3G06480
AT3G06480
AT3G20230
AT1G12780
AT3G25940
AT2G16520
AT3G53740
AT3G53740
AT3G53740
AT3G53740
AT2G19930
AT2G19930
AT2G19930
AT1G72320
AT1G72320
AT5G10695
AT5G10695
AT1G72270
AT3G03600
AT5G41190
AT3G16200
AT2G32230
AT2G32230
AT5G38290
AT5G38290
AT1G67030
AT5G47940
AT5G19270
AT2G45770
AT1G72080
AT2G19910
AT2G19910
AT3G47650
AT1G50030
AT3G62250
AT4G09775
AT2G20060
ATCG01240
AT4G15000
AT4G15000
AT2G48120
AT4G14320
AT4G14320
AT4G15520
AT1G22780
AT4G08350
AT2G18740
AT2G18740
AT1G63250
AT1G35820
AT3G02660
AT3G02660
AT3G19800
AT2G06990
AT4G35240
AT4G35240
AT4G35240
AT4G35240
AT2G47110
AT2G47110
AT5G24840
AT3G45490
AT5G14290
AT1G06450
AT3G32050
AT3G15190
AT4G30150
AT5G08620
AT3G59650
AT3G59650
AT4G17610
AT4G17610
AT4G17610
AT1G33390
AT1G33390
ATCG00180
AT3G12370
AT5G16780
AT5G16780
AT5G16780
AT1G33120
AT2G34570
AT5G64050
AT1G60170
AT5G10620
AT5G10620
AT1G30545
AT5G46160
AT5G46160
AT5G56075
AT1G09700
AT1G09700
AT3G45580
AT5G47970
AT5G47970
